"id","location","employee_id","role","start_time","end_time","published","note"
44587,2,658,7,"2018-01-07 10:30:00","2018-01-07 15:00:00",0,""
44588,2,659,2,"2018-01-07 10:00:00","2018-01-07 14:30:00",0,""
44589,2,112,3,"2018-01-07 12:00:00","2018-01-08 01:00:00",0,""
44594,2,280,2,"2018-01-07 18:00:00","2018-01-07 23:30:00",0,""
44597,2,96,3,"2018-01-03 11:00:00","2018-01-03 18:30:00",0,""
44598,2,486,3,"2018-01-02 10:45:00","2018-01-02 21:30:00",0,""
44599,2,486,3,"2018-01-04 18:00:00","2018-01-05 01:00:00",0,""
44601,2,91,11,"2018-01-06 17:00:00","2018-01-06 21:30:00",0,""
44602,2,91,11,"2018-01-02 15:00:00","2018-01-02 20:30:00",0,""
44603,2,91,11,"2018-01-03 15:00:00","2018-01-03 20:30:00",0,""
44606,2,95,10,"2018-01-03 12:00:00","2018-01-03 15:00:00",0,""
44607,2,95,10,"2018-01-03 15:30:00","2018-01-03 21:30:00",0,""
44610,2,95,10,"2018-01-05 15:00:00","2018-01-05 21:00:00",0,""
44612,2,95,10,"2018-01-04 15:30:00","2018-01-04 21:00:00",0,""
44614,2,254,10,"2018-01-07 18:00:00","2018-01-08 01:00:00",0,""
44616,2,613,5,"2018-01-03 18:30:00","2018-01-03 23:30:00",0,""
44622,2,650,6,"2018-01-02 12:00:00","2018-01-02 15:00:00",0,""
44623,2,650,6,"2018-01-02 15:30:00","2018-01-02 23:30:00",0,""
44624,2,650,6,"2018-01-03 17:30:00","2018-01-03 22:30:00",0,""
44625,2,650,6,"2018-01-05 15:30:00","2018-01-05 18:00:00",0,""
44626,2,650,6,"2018-01-07 15:30:00","2018-01-07 22:00:00",0,""
44627,2,658,7,"2018-01-07 17:00:00","2018-01-07 21:30:00",0,""
44628,2,682,7,"2018-01-02 17:30:00","2018-01-02 22:30:00",0,""
44629,2,682,7,"2018-01-04 15:00:00","2018-01-04 22:00:00",0,""
44630,2,682,7,"2018-01-06 15:30:00","2018-01-06 22:30:00",0,""
44631,2,552,7,"2018-01-05 17:30:00","2018-01-05 22:30:00",0,""
44632,2,679,5,"2018-01-06 17:30:00","2018-01-07 00:30:00",0,""
44633,2,664,8,"2018-01-05 11:00:00","2018-01-05 15:00:00",0,""
44634,2,664,8,"2018-01-05 17:00:00","2018-01-06 00:00:00",0,""
44637,2,101,2,"2018-01-03 10:30:00","2018-01-03 14:30:00",0,""
44638,2,101,2,"2018-01-03 15:00:00","2018-01-03 20:30:00",0,""
44639,2,101,2,"2018-01-06 15:00:00","2018-01-06 21:45:00",0,""
44640,2,101,2,"2018-01-07 15:30:00","2018-01-07 22:30:00",0,""
44641,2,101,2,"2018-01-06 11:00:00","2018-01-06 14:30:00",0,""
44644,2,94,2,"2018-01-04 12:30:00","2018-01-04 15:00:00",0,""
44645,2,94,2,"2018-01-04 15:30:00","2018-01-04 22:00:00",0,""
44646,2,94,2,"2018-01-05 15:30:00","2018-01-05 22:00:00",0,""
44648,2,94,2,"2018-01-06 16:00:00","2018-01-06 22:00:00",0,""
44650,2,427,2,"2018-01-02 15:30:00","2018-01-02 22:30:00",0,""
44651,2,427,2,"2018-01-04 10:00:00","2018-01-04 14:30:00",0,""
44652,2,427,2,"2018-01-04 15:00:00","2018-01-04 20:30:00",0,""
44653,2,427,2,"2018-01-05 15:00:00","2018-01-05 21:30:00",0,""
44654,2,427,2,"2018-01-06 12:00:00","2018-01-06 15:00:00",0,""
44656,2,556,2,"2018-01-03 15:30:00","2018-01-03 22:30:00",0,""
44657,2,556,2,"2018-01-06 15:30:00","2018-01-06 20:00:00",0,""
44658,2,556,2,"2018-01-07 21:00:00","2018-01-08 01:00:00",0,""
44660,2,531,2,"2018-01-05 18:30:00","2018-01-06 00:30:00",0,""
44661,2,641,2,"2018-01-02 11:30:00","2018-01-02 14:30:00",0,""
44662,2,641,2,"2018-01-02 15:00:00","2018-01-02 20:30:00",0,""
44663,2,641,2,"2018-01-05 17:00:00","2018-01-06 00:30:00",0,""
44664,2,659,2,"2018-01-07 15:00:00","2018-01-07 20:30:00",0,""
44666,2,617,2,"2018-01-07 11:00:00","2018-01-07 15:30:00",0,""
44667,2,617,2,"2018-01-07 16:00:00","2018-01-07 21:30:00",0,""
44668,2,554,2,"2018-01-05 10:00:00","2018-01-05 14:30:00",0,""
44670,2,554,2,"2018-01-06 10:00:00","2018-01-06 15:00:00",0,""
44672,2,657,2,"2018-01-02 12:00:00","2018-01-02 15:30:00",0,""
44677,2,556,2,"2018-01-07 17:00:00","2018-01-07 20:30:00",0,""
44678,2,658,5,"2018-01-04 21:00:00","2018-01-05 01:00:00",0,""
44679,2,613,10,"2018-01-04 17:30:00","2018-01-04 23:30:00",0,""
44680,2,254,10,"2018-01-05 18:00:00","2018-01-06 01:00:00",0,""
44682,4,557,2,"2018-01-01 23:59:00","2018-01-02 08:00:00",1,""
44686,1,43,3,"2018-01-01 22:00:00","2018-01-02 05:00:00",1,""
44688,0,565,4,"2018-01-01 09:00:00","2018-01-01 17:00:00",0,""
44689,0,189,4,"2018-01-01 08:00:00","2018-01-01 16:00:00",0,""
44690,0,491,4,"2018-01-01 09:00:00","2018-01-01 18:00:00",0,""
44691,0,147,4,"2018-01-01 09:00:00","2018-01-01 18:00:00",0,""
44692,0,16,4,"2018-01-01 08:30:00","2018-01-01 17:30:00",0,""
44693,0,204,4,"2018-01-01 09:00:00","2018-01-01 17:00:00",0,""
44694,0,26,4,"2018-01-01 09:30:00","2018-01-01 17:30:00",0,""
44695,0,603,4,"2018-01-01 09:00:00","2018-01-01 18:00:00",0,""
44696,0,688,4,"2018-01-01 10:00:00","2018-01-01 18:00:00",0,""
44697,0,145,4,"2018-01-01 08:30:00","2018-01-01 16:30:00",0,""
44698,0,19,4,"2018-01-01 10:00:00","2018-01-01 18:00:00",0,""
44699,0,665,4,"2018-01-01 10:00:00","2018-01-01 18:00:00",0,""
44700,0,18,4,"2018-01-02 08:30:00","2018-01-02 16:30:00",0,""
44701,0,491,4,"2018-01-02 09:00:00","2018-01-02 18:00:00",0,""
44702,0,26,4,"2018-01-02 09:30:00","2018-01-02 17:30:00",0,""
44703,0,189,4,"2018-01-02 08:00:00","2018-01-02 16:00:00",0,""
44704,0,147,4,"2018-01-02 09:00:00","2018-01-02 18:00:00",0,""
44706,0,146,4,"2018-01-02 11:00:00","2018-01-02 18:00:00",0,""
44707,0,16,4,"2018-01-02 08:30:00","2018-01-02 17:30:00",0,""
44708,0,688,4,"2018-01-02 10:00:00","2018-01-02 18:00:00",0,""
44709,0,18,4,"2018-01-03 08:30:00","2018-01-03 16:30:00",0,""
44710,0,603,4,"2018-01-03 09:00:00","2018-01-03 18:00:00",0,""
44711,0,204,4,"2018-01-02 09:00:00","2018-01-02 17:00:00",0,""
44712,0,665,4,"2018-01-03 10:00:00","2018-01-03 18:00:00",0,""
44713,0,19,4,"2018-01-03 10:00:00","2018-01-03 18:00:00",0,""
44714,0,204,4,"2018-01-03 09:00:00","2018-01-03 17:00:00",0,""
44715,0,688,4,"2018-01-03 10:00:00","2018-01-03 18:00:00",0,""
44716,0,189,4,"2018-01-03 08:00:00","2018-01-03 16:00:00",0,""
44717,0,491,4,"2018-01-03 09:00:00","2018-01-03 18:00:00",0,""
44718,0,146,4,"2018-01-03 11:00:00","2018-01-03 18:00:00",0,""
44719,0,565,4,"2018-01-03 10:00:00","2018-01-03 18:00:00",0,""
44720,0,145,4,"2018-01-03 09:00:00","2018-01-03 17:00:00",0,""
44721,0,16,4,"2018-01-04 08:30:00","2018-01-04 17:30:00",0,""
44722,0,26,4,"2018-01-04 09:30:00","2018-01-04 17:30:00",0,""
44723,0,146,4,"2018-01-04 08:00:00","2018-01-04 17:00:00",0,""
44724,0,603,4,"2018-01-04 09:00:00","2018-01-04 18:00:00",0,""
44725,0,147,4,"2018-01-04 09:00:00","2018-01-04 18:00:00",0,""
44726,0,665,4,"2018-01-04 10:00:00","2018-01-04 18:00:00",0,""
44727,0,145,4,"2018-01-04 09:00:00","2018-01-04 17:00:00",0,""
44728,0,18,4,"2018-01-04 08:30:00","2018-01-04 16:30:00",0,""
44729,0,688,4,"2018-01-04 10:00:00","2018-01-04 18:00:00",0,""
44730,0,565,4,"2018-01-04 10:00:00","2018-01-04 18:00:00",0,""
44732,0,16,4,"2018-01-05 08:30:00","2018-01-05 17:30:00",0,""
44733,0,189,4,"2018-01-05 08:00:00","2018-01-05 16:00:00",0,""
44734,0,491,4,"2018-01-05 09:00:00","2018-01-05 18:00:00",0,""
44735,0,204,4,"2018-01-05 09:00:00","2018-01-05 17:00:00",0,""
44736,0,19,4,"2018-01-05 10:00:00","2018-01-05 18:00:00",0,""
44737,0,145,4,"2018-01-05 09:00:00","2018-01-05 17:00:00",0,""
44738,0,603,4,"2018-01-05 09:00:00","2018-01-05 18:00:00",0,""
44739,0,147,4,"2018-01-05 09:00:00","2018-01-05 18:00:00",0,""
44740,0,565,4,"2018-01-05 10:00:00","2018-01-05 18:00:00",0,""
44741,0,26,4,"2018-01-05 09:30:00","2018-01-05 17:30:00",0,""
44742,0,688,4,"2018-01-05 10:00:00","2018-01-05 18:00:00",0,""
44743,0,146,4,"2018-01-05 11:00:00","2018-01-05 18:00:00",0,""
44744,0,665,4,"2018-01-05 10:00:00","2018-01-05 18:00:00",0,""
44745,0,18,4,"2018-01-05 08:30:00","2018-01-05 16:30:00",0,""
44746,0,365,4,"2018-01-05 10:00:00","2018-01-05 18:00:00",0,""
44747,0,204,4,"2018-01-06 09:00:00","2018-01-06 17:00:00",0,""
44748,0,147,4,"2018-01-06 09:00:00","2018-01-06 18:00:00",0,""
44749,0,146,4,"2018-01-06 09:00:00","2018-01-06 18:00:00",0,""
44750,0,491,4,"2018-01-06 09:00:00","2018-01-06 18:00:00",0,""
44751,0,18,4,"2018-01-06 08:30:00","2018-01-06 16:30:00",0,""
44752,0,16,4,"2018-01-06 08:30:00","2018-01-06 17:30:00",0,""
44753,0,603,4,"2018-01-06 09:00:00","2018-01-06 18:00:00",0,""
44754,0,189,4,"2018-01-06 08:00:00","2018-01-06 16:00:00",0,""
44755,0,19,4,"2018-01-06 10:00:00","2018-01-06 18:00:00",0,""
44756,0,26,4,"2018-01-06 09:30:00","2018-01-06 17:30:00",0,""
44757,0,665,4,"2018-01-06 10:00:00","2018-01-06 18:00:00",0,""
44758,0,145,4,"2018-01-06 09:00:00","2018-01-06 17:00:00",0,""
44759,0,365,4,"2018-01-06 10:00:00","2018-01-06 18:00:00",0,""
44760,0,688,4,"2018-01-06 10:00:00","2018-01-06 18:00:00",0,""
44761,0,19,4,"2018-01-07 10:00:00","2018-01-07 18:00:00",0,""
44762,0,189,4,"2018-01-07 08:00:00","2018-01-07 16:00:00",0,""
44763,0,145,4,"2018-01-07 09:00:00","2018-01-07 17:00:00",0,""
44764,0,491,4,"2018-01-07 09:00:00","2018-01-07 18:00:00",0,""
44765,0,146,4,"2018-01-07 09:00:00","2018-01-07 18:00:00",0,""
44766,0,147,4,"2018-01-07 09:00:00","2018-01-07 18:00:00",0,""
44767,0,16,4,"2018-01-07 08:30:00","2018-01-07 17:30:00",0,""
44768,0,204,4,"2018-01-07 09:00:00","2018-01-07 17:00:00",0,""
44769,0,18,4,"2018-01-07 08:30:00","2018-01-07 16:30:00",0,""
44770,0,565,4,"2018-01-07 10:00:00","2018-01-07 18:00:00",0,""
44771,0,603,4,"2018-01-07 09:00:00","2018-01-07 18:00:00",0,""
44772,0,26,4,"2018-01-07 09:30:00","2018-01-07 17:30:00",0,""
44773,0,665,4,"2018-01-07 10:00:00","2018-01-07 18:00:00",0,""
44774,0,365,4,"2018-01-07 10:00:00","2018-01-07 18:00:00",0,""
44776,0,365,4,"2018-01-01 10:00:00","2018-01-01 18:00:00",0,""
44777,0,365,4,"2018-01-02 10:00:00","2018-01-02 18:00:00",0,""
44778,0,365,4,"2018-01-03 10:00:00","2018-01-03 18:00:00",0,""
44779,0,565,4,"2018-01-06 10:00:00","2018-01-06 18:00:00",0,""
45171,2,641,2,"2018-01-01 10:00:00","2018-01-01 15:00:00",0,""
45173,2,682,7,"2018-01-01 10:30:00","2018-01-01 15:30:00",0,""
45175,2,91,11,"2018-01-01 10:30:00","2018-01-01 15:00:00",0,""
45176,2,671,8,"2018-01-01 11:00:00","2018-01-01 23:00:00",0,""
45177,2,96,3,"2018-01-01 11:00:00","2018-01-01 20:30:00",0,""
45178,2,427,2,"2018-01-01 11:00:00","2018-01-01 15:30:00",0,""
45180,2,94,2,"2018-01-01 12:00:00","2018-01-01 15:30:00",0,""
45181,2,95,11,"2018-01-01 10:00:00","2018-01-01 17:00:00",0,""
45182,2,97,2,"2018-01-01 10:30:00","2018-01-01 15:00:00",0,""
45183,2,101,2,"2018-01-01 15:30:00","2018-01-01 21:00:00",0,""
45184,2,94,2,"2018-01-01 16:00:00","2018-01-01 22:00:00",0,""
45185,2,650,5,"2018-01-01 17:00:00","2018-01-01 20:15:00",0,""
45188,2,486,3,"2018-01-01 18:00:00","2018-01-02 00:47:00",0,""
45189,2,471,2,"2018-01-01 18:00:00","2018-01-02 00:47:00",0,""
45190,2,613,10,"2018-01-01 18:00:00","2018-01-01 22:30:00",0,""
45191,2,650,5,"2018-01-01 20:45:00","2018-01-01 23:30:00",0,""
45192,2,556,2,"2018-01-01 21:00:00","2018-01-01 22:30:00",0,""
45193,2,658,5,"2018-01-01 17:30:00","2018-01-01 20:45:00",0,""
45194,2,101,2,"2018-01-01 11:30:00","2018-01-01 15:00:00",0,""
45195,2,658,5,"2018-01-01 21:15:00","2018-01-02 00:47:00",0,""
45196,2,556,2,"2018-01-01 17:30:00","2018-01-01 20:30:00",0,""
45197,1,417,2,"2018-01-05 17:00:00","2018-01-05 22:00:00",1,""
45198,1,133,3,"2018-01-04 15:00:00","2018-01-04 20:00:00",0,""
45200,1,272,2,"2018-01-08 08:00:00","2018-01-08 14:00:00",0,""
45202,1,47,3,"2018-01-08 15:00:00","2018-01-08 22:00:00",0,""
45203,1,625,2,"2018-01-08 23:00:00","2018-01-09 07:00:00",0,""
45205,1,716,8,"2018-01-08 19:30:00","2018-01-09 05:00:00",0,""
45207,1,496,7,"2018-01-08 09:30:00","2018-01-08 14:30:00",0,""
45208,1,371,10,"2018-01-08 11:30:00","2018-01-08 23:00:00",0,""
45210,1,53,7,"2018-01-08 18:00:00","2018-01-08 23:00:00",0,""
45211,1,195,2,"2018-01-08 12:00:00","2018-01-08 17:00:00",0,""
45212,1,714,5,"2018-01-08 23:00:00","2018-01-09 07:00:00",0,""
45213,1,99,2,"2018-01-08 12:30:00","2018-01-08 22:00:00",0,""
45218,1,312,2,"2018-01-08 11:00:00","2018-01-08 15:00:00",0,""
45219,1,371,5,"2018-01-09 11:00:00","2018-01-09 23:00:00",0,""
45220,1,43,3,"2018-01-08 22:00:00","2018-01-09 05:00:00",0,""
45221,1,567,2,"2018-01-09 17:00:00","2018-01-09 23:00:00",0,""
45223,1,195,2,"2018-01-09 12:00:00","2018-01-09 17:00:00",0,""
45224,1,496,12,"2018-01-09 09:30:00","2018-01-09 14:30:00",0,""
45225,1,60,2,"2018-01-09 23:00:00","2018-01-10 08:00:00",0,""
45227,1,629,2,"2018-01-09 12:30:00","2018-01-09 22:00:00",0,""
45229,1,272,2,"2018-01-09 07:00:00","2018-01-09 14:00:00",0,""
45230,1,185,2,"2018-01-09 18:00:00","2018-01-10 01:00:00",0,""
45231,1,47,3,"2018-01-09 15:00:00","2018-01-09 22:00:00",0,""
45234,1,714,5,"2018-01-09 23:00:00","2018-01-10 07:00:00",0,""
45236,1,716,8,"2018-01-09 19:30:00","2018-01-10 05:00:00",0,""
45237,1,712,3,"2018-01-09 22:00:00","2018-01-10 05:00:00",0,""
45239,1,686,2,"2018-01-10 18:00:00","2018-01-10 23:00:00",0,""
45244,1,714,5,"2018-01-10 23:00:00","2018-01-11 07:00:00",0,""
45245,1,496,12,"2018-01-10 09:30:00","2018-01-10 14:30:00",0,""
45246,1,53,6,"2018-01-10 11:30:00","2018-01-10 20:00:00",0,""
45247,1,272,2,"2018-01-10 08:00:00","2018-01-10 14:00:00",0,""
45248,1,185,2,"2018-01-10 18:00:00","2018-01-11 01:00:00",0,""
45250,1,195,2,"2018-01-10 12:00:00","2018-01-10 17:00:00",0,""
45251,1,417,2,"2018-01-10 17:00:00","2018-01-10 22:00:00",0,""
45253,1,43,3,"2018-01-10 20:00:00","2018-01-11 05:00:00",0,""
45255,1,312,2,"2018-01-10 11:00:00","2018-01-10 15:00:00",0,""
45256,1,649,8,"2018-01-10 11:00:00","2018-01-10 19:00:00",0,""
45257,1,488,12,"2018-01-10 20:00:00","2018-01-11 01:00:00",0,""
45258,1,473,12,"2018-01-11 11:00:00","2018-01-11 22:00:00",0,""
45259,1,488,7,"2018-01-11 18:00:00","2018-01-12 01:00:00",0,""
45260,1,272,2,"2018-01-11 07:00:00","2018-01-11 14:00:00",0,""
45262,1,714,5,"2018-01-11 22:00:00","2018-01-12 07:00:00",0,""
45263,1,496,12,"2018-01-11 09:30:00","2018-01-11 14:30:00",0,""
45264,1,195,2,"2018-01-11 12:00:00","2018-01-11 17:00:00",0,""
45266,1,567,2,"2018-01-11 17:00:00","2018-01-11 23:00:00",0,""
45267,1,99,2,"2018-01-11 12:30:00","2018-01-11 22:00:00",0,""
45268,1,185,2,"2018-01-11 18:00:00","2018-01-12 01:00:00",0,""
45269,1,60,2,"2018-01-11 23:00:00","2018-01-12 07:00:00",0,""
45272,1,43,3,"2018-01-11 20:00:00","2018-01-12 05:00:00",0,""
45275,1,627,3,"2018-01-11 09:30:00","2018-01-11 20:00:00",0,""
45276,1,47,3,"2018-01-12 09:30:00","2018-01-12 19:00:00",0,""
45277,1,648,6,"2018-01-11 23:00:00","2018-01-12 09:30:00",0,""
45278,1,716,8,"2018-01-11 11:00:00","2018-01-11 22:00:00",0,""
45279,1,656,6,"2018-01-12 21:00:00","2018-01-13 07:00:00",0,""
45280,1,714,10,"2018-01-12 23:00:00","2018-01-13 07:00:00",0,""
45282,1,473,5,"2018-01-12 11:00:00","2018-01-12 22:00:00",0,""
45283,1,60,2,"2018-01-12 23:00:00","2018-01-13 08:00:00",0,""
45285,1,185,2,"2018-01-12 19:00:00","2018-01-13 02:00:00",0,""
45286,1,272,2,"2018-01-12 07:00:00","2018-01-12 14:00:00",0,""
45287,1,99,2,"2018-01-12 12:30:00","2018-01-12 22:00:00",0,""
45288,1,195,2,"2018-01-12 12:00:00","2018-01-12 17:00:00",0,""
45289,1,496,12,"2018-01-12 09:30:00","2018-01-12 14:30:00",0,""
45292,1,625,2,"2018-01-12 22:00:00","2018-01-13 05:00:00",0,""
45293,1,227,6,"2018-01-12 11:30:00","2018-01-12 23:00:00",0,""
45294,1,686,2,"2018-01-12 17:00:00","2018-01-12 22:00:00",0,""
45295,1,48,8,"2018-01-12 21:30:00","2018-01-13 07:00:00",0,""
45296,1,614,2,"2018-01-12 18:00:00","2018-01-12 23:00:00",0,""
45298,1,680,3,"2018-01-12 19:00:00","2018-01-13 05:00:00",0,""
45300,1,47,3,"2018-01-13 09:30:00","2018-01-13 19:00:00",0,""
45301,1,227,5,"2018-01-13 11:30:00","2018-01-13 23:00:00",0,""
45302,1,492,2,"2018-01-13 18:00:00","2018-01-13 23:00:00",0,""
45303,1,60,2,"2018-01-13 23:00:00","2018-01-14 08:00:00",0,""
45304,1,99,2,"2018-01-13 12:30:00","2018-01-13 22:00:00",0,""
45305,1,272,2,"2018-01-13 19:00:00","2018-01-14 02:00:00",0,""
45306,1,629,2,"2018-01-13 17:00:00","2018-01-13 23:00:00",0,""
45307,1,625,2,"2018-01-13 23:00:00","2018-01-14 06:00:00",0,""
45308,1,614,2,"2018-01-13 08:00:00","2018-01-13 15:00:00",0,""
45309,1,662,5,"2018-01-13 23:30:00","2018-01-14 09:30:00",0,""
45310,1,656,6,"2018-01-13 20:00:00","2018-01-14 06:00:00",0,""
45311,1,371,6,"2018-01-13 10:30:00","2018-01-13 23:30:00",0,""
45312,1,686,2,"2018-01-13 11:30:00","2018-01-13 19:00:00",0,""
45313,1,48,8,"2018-01-13 20:30:00","2018-01-14 07:00:00",0,""
45314,1,53,10,"2018-01-13 09:00:00","2018-01-13 15:00:00",0,""
45315,1,43,3,"2018-01-13 19:00:00","2018-01-14 05:00:00",0,""
45316,1,159,2,"2018-01-13 10:30:00","2018-01-13 17:00:00",0,""
45317,1,488,7,"2018-01-13 20:00:00","2018-01-14 02:00:00",0,""
45318,1,717,2,"2018-01-13 22:00:00","2018-01-14 05:00:00",0,""
45319,1,649,8,"2018-01-13 10:30:00","2018-01-13 20:30:00",0,""
45321,1,586,6,"2018-01-14 21:00:00","2018-01-15 01:00:00",0,""
45322,1,629,2,"2018-01-14 11:30:00","2018-01-14 19:00:00",0,""
45323,1,662,5,"2018-01-14 23:30:00","2018-01-15 09:30:00",0,""
45325,1,649,8,"2018-01-14 10:30:00","2018-01-14 20:00:00",0,""
45326,1,53,6,"2018-01-14 11:30:00","2018-01-14 21:00:00",0,""
45327,1,567,2,"2018-01-14 10:30:00","2018-01-14 17:00:00",0,""
45330,1,48,8,"2018-01-14 21:00:00","2018-01-15 05:00:00",0,""
45331,1,60,2,"2018-01-14 23:00:00","2018-01-15 08:00:00",0,""
45332,1,496,12,"2018-01-14 09:00:00","2018-01-14 15:00:00",0,""
45333,1,195,2,"2018-01-14 12:30:00","2018-01-14 22:00:00",0,""
45334,1,371,6,"2018-01-14 10:30:00","2018-01-14 23:30:00",0,""
45335,1,417,2,"2018-01-14 08:00:00","2018-01-14 15:00:00",0,""
45337,1,47,3,"2018-01-14 09:30:00","2018-01-14 20:00:00",0,""
45338,1,717,2,"2018-01-14 22:00:00","2018-01-15 05:00:00",0,""
45339,1,43,3,"2018-01-14 20:00:00","2018-01-15 05:00:00",0,""
45341,1,99,2,"2018-01-10 12:30:00","2018-01-10 18:00:00",0,""
45342,1,185,2,"2018-01-08 18:00:00","2018-01-09 01:00:00",0,""
45343,1,312,2,"2018-01-09 11:00:00","2018-01-09 15:00:00",0,""
45344,1,312,2,"2018-01-11 11:00:00","2018-01-11 14:30:00",0,""
45345,1,312,2,"2018-01-12 11:00:00","2018-01-12 15:00:00",0,""
45347,1,550,2,"2018-01-10 22:00:00","2018-01-11 05:00:00",0,""
45348,1,614,2,"2018-01-08 17:00:00","2018-01-08 23:00:00",0,""
45349,1,686,2,"2018-01-14 17:00:00","2018-01-14 23:00:00",0,""
45350,1,717,4,"2018-01-11 22:00:00","2018-01-12 05:00:00",0,""
45351,1,717,2,"2018-01-12 22:00:00","2018-01-13 06:00:00",0,""
45352,1,48,8,"2018-01-10 19:30:00","2018-01-11 05:00:00",0,""
45353,1,48,8,"2018-01-11 22:30:00","2018-01-12 05:00:00",0,""
45354,1,64,3,"2018-01-08 09:30:00","2018-01-08 15:00:00",0,""
45355,1,64,3,"2018-01-09 09:30:00","2018-01-09 15:00:00",0,""
45359,1,586,4,"2018-01-08 22:00:00","2018-01-09 01:00:00",0,""
45360,1,586,6,"2018-01-09 23:00:00","2018-01-10 02:00:00",0,""
45361,1,586,7,"2018-01-12 22:00:00","2018-01-13 02:00:00",0,""
45367,1,627,3,"2018-01-01 09:30:00","2018-01-01 15:00:00",0,""
45368,3,79,2,"2018-01-08 11:00:00","2018-01-08 15:00:00",1,""
45369,1,627,3,"2018-01-02 09:30:00","2018-01-02 15:00:00",0,""
45370,1,627,3,"2018-01-04 09:30:00","2018-01-04 15:00:00",0,""
45371,3,79,2,"2018-01-13 16:00:00","2018-01-13 21:00:00",1,""
45372,1,648,4,"2018-01-01 23:00:00","2018-01-02 09:30:00",0,""
45373,3,232,2,"2018-01-12 18:00:00","2018-01-12 23:00:00",1,""
45374,3,235,2,"2018-01-13 10:30:00","2018-01-13 16:00:00",1,""
45375,3,232,2,"2018-01-14 10:30:00","2018-01-14 15:00:00",1,""
45376,1,648,4,"2018-01-07 23:00:00","2018-01-08 08:00:00",0,""
45377,3,234,2,"2018-01-09 17:00:00","2018-01-09 23:00:00",1,""
45378,3,234,2,"2018-01-13 11:00:00","2018-01-13 15:00:00",1,""
45379,1,649,8,"2018-01-04 11:00:00","2018-01-04 19:00:00",0,""
45380,3,234,2,"2018-01-14 18:00:00","2018-01-14 23:00:00",1,""
45381,1,649,8,"2018-01-05 11:00:00","2018-01-05 19:00:00",0,""
45382,3,235,2,"2018-01-09 17:00:00","2018-01-09 22:00:00",1,""
45384,1,648,6,"2018-01-10 23:00:00","2018-01-11 09:30:00",0,""
45385,1,649,8,"2018-01-08 11:00:00","2018-01-08 19:00:00",0,""
45386,1,649,8,"2018-01-09 11:00:00","2018-01-09 19:00:00",0,""
45390,3,235,2,"2018-01-14 12:00:00","2018-01-14 21:00:00",1,""
45391,1,716,8,"2018-01-12 11:00:00","2018-01-12 21:30:00",0,""
45392,1,721,6,"2018-01-08 17:00:00","2018-01-08 22:00:00",0,""
45393,3,244,2,"2018-01-09 11:00:00","2018-01-09 15:00:00",1,""
45394,1,721,6,"2018-01-09 15:00:00","2018-01-09 23:00:00",0,""
45395,1,721,7,"2018-01-12 18:00:00","2018-01-12 22:00:00",0,""
45396,3,244,2,"2018-01-13 17:00:00","2018-01-13 22:00:00",1,""
45397,1,721,7,"2018-01-11 17:00:00","2018-01-11 22:00:00",0,""
45398,3,517,2,"2018-01-08 10:30:00","2018-01-08 17:00:00",1,""
45399,3,517,2,"2018-01-09 10:30:00","2018-01-09 17:00:00",1,""
45400,3,517,2,"2018-01-10 10:30:00","2018-01-10 22:00:00",1,""
45401,3,517,2,"2018-01-11 10:30:00","2018-01-11 15:00:00",1,""
45402,3,517,2,"2018-01-12 10:30:00","2018-01-12 15:00:00",1,""
45403,3,517,2,"2018-01-14 11:00:00","2018-01-14 22:00:00",1,""
45404,3,600,2,"2018-01-08 17:00:00","2018-01-08 21:00:00",1,""
45405,3,600,2,"2018-01-10 17:00:00","2018-01-10 23:00:00",1,""
45406,3,600,2,"2018-01-11 17:00:00","2018-01-11 23:00:00",1,""
45407,3,610,2,"2018-01-08 12:00:00","2018-01-08 23:00:00",1,""
45408,3,610,2,"2018-01-09 12:00:00","2018-01-09 21:00:00",1,""
45409,3,610,2,"2018-01-10 12:00:00","2018-01-10 17:00:00",1,""
45410,3,610,2,"2018-01-11 12:00:00","2018-01-11 20:00:00",1,""
45411,3,610,2,"2018-01-12 12:00:00","2018-01-12 22:00:00",1,""
45412,3,720,2,"2018-01-08 17:00:00","2018-01-08 23:00:00",1,""
45413,3,720,2,"2018-01-10 11:00:00","2018-01-10 15:00:00",1,""
45414,3,720,2,"2018-01-11 11:00:00","2018-01-11 21:00:00",1,""
45415,3,720,2,"2018-01-12 11:00:00","2018-01-12 21:00:00",1,""
45416,3,720,2,"2018-01-13 12:00:00","2018-01-13 23:00:00",1,""
45417,1,227,5,"2018-01-11 11:30:00","2018-01-11 23:00:00",0,""
45418,1,371,5,"2018-01-10 11:00:00","2018-01-10 23:00:00",0,""
45419,1,473,5,"2018-01-08 11:00:00","2018-01-08 22:00:00",0,""
45420,1,473,7,"2018-01-09 23:00:00","2018-01-10 09:30:00",0,""
45421,1,627,3,"2018-01-10 09:30:00","2018-01-10 20:00:00",0,""
45422,1,648,12,"2018-01-08 23:00:00","2018-01-09 09:30:00",0,""
45423,3,30,3,"2018-01-12 14:30:00","2018-01-12 23:00:00",1,""
45424,3,30,2,"2018-01-13 11:00:00","2018-01-13 23:00:00",1,""
45425,3,213,2,"2018-01-09 11:00:00","2018-01-09 23:00:00",1,""
45426,3,213,3,"2018-01-11 15:00:00","2018-01-11 23:00:00",1,""
45427,3,245,3,"2018-01-08 11:00:00","2018-01-08 23:00:00",1,""
